scenario_id,family,split,controller,trajectory_type,termination_reason,mission_success,safety_success,control_success,coverage_group,position_rmse_m,position_max_err_m,saturation_percentage,degradation_percentage,force_norm_clip_percentage,force_tilt_clip_percentage,success
circle_g08_P3_wind_ne_s1105,circle,test,classic_pid_hold,circle,Time limit reached,True,True,True,comparable,0.18292640876060695,0.5444352869877598,0.0,1.1086474501108647,0.0,0.0,1.0
circle_g08_P3_wind_ne_s1105,circle,test,classic_pid_lissajous,circle,Time limit reached,True,True,True,comparable,0.08110051211795694,0.5333158088687638,0.0,1.5521064301552108,0.0,0.0,1.0
circle_g08_P3_wind_ne_s1105,circle,test,classic_pid_waypoint,circle,Time limit reached,True,True,True,comparable,0.09141827743707882,0.4805237642473165,0.0,1.5521064301552108,0.0,0.0,1.0
lissajous_g04_P0_nominal_s1126,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.253195017787395,0.8422855282289473,0.0,0.0,0.0,0.0,1.0
lissajous_g04_P0_nominal_s1126,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.10844043742610024,0.6985557141018381,0.0,0.0,0.0,0.0,1.0
lissajous_g04_P0_nominal_s1126,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.11921384549015374,0.6902028826086298,0.0,0.0,0.0,0.0,1.0
lissajous_g04_P1_drag_high_s1127,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.19941408314920744,0.8499392441828628,0.0,0.0,0.0,0.0,1.0
lissajous_g04_P1_drag_high_s1127,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.11781952372698223,0.705728133923327,0.0,0.0,0.0,0.0,1.0
lissajous_g04_P1_drag_high_s1127,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.11938805795671675,0.6973295917515763,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P0_nominal_s1132,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.21728983827449996,0.6877144701912941,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P0_nominal_s1132,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.09042888062583389,0.5698453349836476,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P0_nominal_s1132,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.09966896729829006,0.5651143963502626,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P3_wind_ne_s1135,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.22232211730614806,0.6755957199680125,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P3_wind_ne_s1135,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.10168952452506416,0.5373145253384319,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P3_wind_ne_s1135,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.10643797934286267,0.5367273022182001,0.0,0.0,0.0,0.0,1.0
lissajous_g06_P2_wind_east_s1140,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.07111588206438833,0.1956013628532048,0.0,0.0,0.0,0.0,1.0
lissajous_g06_P2_wind_east_s1140,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.04479424083223708,0.15982492762189401,0.0,0.0,0.0,0.0,1.0
lissajous_g06_P2_wind_east_s1140,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.041087034011709676,0.15880224008328167,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P0_nominal_s1144,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.16524784642411608,0.5390916530570492,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P0_nominal_s1144,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.07129003842453617,0.4465586361873206,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P0_nominal_s1144,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.07739610298018618,0.44160739061970217,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P5_combined_s1149,lissajous,test,classic_pid_hold,lissajous,Time limit reached,True,True,True,comparable,0.18058551189785574,0.5204612902748478,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P5_combined_s1149,lissajous,test,classic_pid_circle,lissajous,Time limit reached,True,True,True,comparable,0.14948491112831036,0.37897207292172186,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P5_combined_s1149,lissajous,test,classic_pid_waypoint,lissajous,Time limit reached,True,True,True,comparable,0.12936470335685823,0.379763776620292,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P1_drag_high_s1157,waypoint,test,classic_pid_hold,waypoint,Trajectory completed,True,True,True,comparable,0.052367935385118455,0.11290649175921796,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P1_drag_high_s1157,waypoint,test,classic_pid_circle,waypoint,Trajectory completed,True,True,True,comparable,0.03851268074095387,0.08110376839296984,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P1_drag_high_s1157,waypoint,test,classic_pid_lissajous,waypoint,Trajectory completed,True,True,True,comparable,0.028435924468768293,0.0522626226177167,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P3_wind_ne_s1159,waypoint,test,classic_pid_hold,waypoint,Trajectory completed,True,True,True,comparable,0.08150986897931273,0.16222169420708296,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P3_wind_ne_s1159,waypoint,test,classic_pid_circle,waypoint,Trajectory completed,True,True,True,comparable,0.06385639201582093,0.1308742880283483,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P3_wind_ne_s1159,waypoint,test,classic_pid_lissajous,waypoint,Trajectory completed,True,True,True,comparable,0.04710950586572537,0.0920941938348359,0.0,0.0,0.0,0.0,1.0
waypoint_g02_P3_wind_ne_s1165,waypoint,test,classic_pid_hold,waypoint,Trajectory completed,True,True,True,comparable,0.1336657037899169,0.22471586886809947,0.0,0.0,0.0,0.0,1.0
waypoint_g02_P3_wind_ne_s1165,waypoint,test,classic_pid_circle,waypoint,Trajectory completed,True,True,True,comparable,0.07428949360076886,0.1542877258456343,0.0,0.0,0.0,0.0,1.0
waypoint_g02_P3_wind_ne_s1165,waypoint,test,classic_pid_lissajous,waypoint,Trajectory completed,True,True,True,comparable,0.05015052337912792,0.09593901775645342,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P0_nominal_s1168,waypoint,test,classic_pid_hold,waypoint,Trajectory completed,True,True,True,comparable,0.14019970030498394,0.2292215179647931,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P0_nominal_s1168,waypoint,test,classic_pid_circle,waypoint,Trajectory completed,True,True,True,comparable,0.0547550906626866,0.0993914739747258,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P0_nominal_s1168,waypoint,test,classic_pid_lissajous,waypoint,Trajectory completed,True,True,True,comparable,0.02792582251027953,0.053192374843165656,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P5_combined_s1173,waypoint,test,classic_pid_hold,waypoint,Trajectory completed,True,True,True,comparable,0.14111801639721744,0.2433503576243347,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P5_combined_s1173,waypoint,test,classic_pid_circle,waypoint,Trajectory completed,True,True,True,comparable,0.12529489103307612,0.17451155554272302,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P5_combined_s1173,waypoint,test,classic_pid_lissajous,waypoint,Trajectory completed,True,True,True,comparable,0.09387972623943786,0.12150229169084313,0.0,0.0,0.0,0.0,1.0
waypoint_g04_P0_nominal_s1174,waypoint,test,classic_pid_hold,waypoint,Trajectory completed,True,True,True,comparable,0.13628412152495464,0.23638347968221382,0.0,0.0,0.0,0.0,1.0
waypoint_g04_P0_nominal_s1174,waypoint,test,classic_pid_circle,waypoint,Trajectory completed,True,True,True,comparable,0.07525337162614583,0.13492635623462854,0.0,0.0,0.0,0.0,1.0
waypoint_g04_P0_nominal_s1174,waypoint,test,classic_pid_lissajous,waypoint,Trajectory completed,True,True,True,comparable,0.041801417254176146,0.07786373981890432,0.0,0.0,0.0,0.0,1.0
hold_g03_P0_nominal_s1048_outer_expert,hold,test,neural_outer_force_mlp,hold,Time limit reached,True,True,True,comparable,0.0009335703948096973,0.0013627339034324223,0.0,0.0,0.0,0.0,1.0
hold_g03_P2_wind_east_s1049_outer_expert,hold,test,neural_outer_force_mlp,hold,Time limit reached,True,True,True,comparable,0.022101482020128252,0.03715777174798595,0.0,0.0,0.0,0.0,1.0
hold_g05_P5_combined_s1056_outer_expert,hold,test,neural_outer_force_mlp,hold,Time limit reached,True,True,True,comparable,0.0839957792421056,0.13299383779949528,0.0,0.0,0.0,0.0,1.0
circle_g02_P0_nominal_s1066_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.03136137621910838,0.20830515739731675,0.0,0.0,0.0,0.0,1.0
circle_g02_P5_combined_s1071_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.09054738777399605,0.20182868126010914,0.0,0.0,0.0,0.0,1.0
circle_g04_P5_combined_s1083_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.09291740177467475,0.2487673100881682,0.0,1.1086474501108647,0.0,0.0,1.0
circle_g06_P4_noise_low_s1094_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.023837429775401417,0.1385251133136357,0.0,0.0,0.0,0.0,1.0
circle_g07_P2_wind_east_s1098_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.08415470180047291,0.5199533328483381,0.0,0.22172949002217296,0.0,0.0,1.0
circle_g07_P3_wind_ne_s1099_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.08667712916834648,0.5058489165425191,0.0,0.22172949002217296,0.0,0.0,1.0
circle_g08_P3_wind_ne_s1105_outer_expert,circle,test,neural_outer_force_mlp,circle,Time limit reached,True,True,True,comparable,0.0682848012760275,0.3755288050967503,0.0,0.22172949002217296,0.0,0.0,1.0
lissajous_g04_P0_nominal_s1126_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.07303257814551088,0.5211555522913824,0.0,0.0,0.0,0.7107952021323856,1.0
lissajous_g04_P1_drag_high_s1127_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.07204293391591365,0.5248188280636218,0.0,0.0,0.0,0.7107952021323856,1.0
lissajous_g05_P0_nominal_s1132_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.06067042977180526,0.40868918989858205,0.0,0.0,0.0,0.0,1.0
lissajous_g05_P3_wind_ne_s1135_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.0656649645025374,0.394285058122314,0.0,0.0,0.0,0.0,1.0
lissajous_g06_P2_wind_east_s1140_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.025120770311831773,0.1174086919969814,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P0_nominal_s1144_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.046881200124230686,0.3174086753314076,0.0,0.0,0.0,0.0,1.0
lissajous_g07_P5_combined_s1149_outer_expert,lissajous,test,neural_outer_force_mlp,lissajous,Time limit reached,True,True,True,comparable,0.0801662022923329,0.28898653242905686,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P1_drag_high_s1157_outer_expert,waypoint,test,neural_outer_force_mlp,waypoint,Trajectory completed,True,True,True,comparable,0.06356230799543366,0.11409244747314301,0.0,0.0,0.0,0.0,1.0
waypoint_g01_P3_wind_ne_s1159_outer_expert,waypoint,test,neural_outer_force_mlp,waypoint,Trajectory completed,True,True,True,comparable,0.08235008928270329,0.15688033661972056,0.0,0.0,0.0,0.0,1.0
waypoint_g02_P3_wind_ne_s1165_outer_expert,waypoint,test,neural_outer_force_mlp,waypoint,Trajectory completed,True,True,True,comparable,0.07690618456395724,0.16320095095116316,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P0_nominal_s1168_outer_expert,waypoint,test,neural_outer_force_mlp,waypoint,Trajectory completed,True,True,True,comparable,0.056255142527572924,0.09726860292672784,0.0,0.0,0.0,0.0,1.0
waypoint_g03_P5_combined_s1173_outer_expert,waypoint,test,neural_outer_force_mlp,waypoint,Trajectory completed,True,True,True,comparable,0.09113057177521904,0.15676731139238959,0.0,0.0,0.0,0.0,1.0
waypoint_g04_P0_nominal_s1174_outer_expert,waypoint,test,neural_outer_force_mlp,waypoint,Trajectory completed,True,True,True,comparable,0.07129330473859614,0.12077366793050634,0.0,0.0,0.0,0.0,1.0
hold_g03_P0_nominal_s1048_outer_expert,hold,test,neural_outer_force_gru,hold,Time limit reached,True,True,True,comparable,0.00028975530787261504,0.0004392100668321596,0.0,0.0,0.0,0.0,1.0
hold_g03_P2_wind_east_s1049_outer_expert,hold,test,neural_outer_force_gru,hold,Time limit reached,True,True,True,comparable,0.02298427416965168,0.04017245430332908,0.0,0.0,0.0,0.0,1.0
hold_g05_P5_combined_s1056_outer_expert,hold,test,neural_outer_force_gru,hold,Time limit reached,True,True,True,comparable,0.09117197089991515,0.1547028378381385,0.0,0.0,0.0,0.0,1.0
